ZIP,LAT,LNG
12529,42.198626, -73.542777
12530,42.207459, -73.687752
12531,41.540556, -73.671671
12533,41.559772, -73.787099
12534,42.217345, -73.752256
12538,41.792230, -73.893767
12540,41.671202, -73.724891
12542,41.613876, -74.015014
12543,41.495520, -74.173104
12545,41.782904, -73.669402
12546,41.948000, -73.523349
12547,41.660687, -73.986567
12548,41.658064, -74.102416
12549,41.528031, -74.259365
12550,41.539574, -74.057223
12553,41.455714, -74.074901
12561,41.759307, -74.096058
12563,41.499189, -73.587226
12564,41.582614, -73.582577
12565,42.247128, -73.647638
12566,41.633519, -74.319661
12567,41.986194, -73.642216
12569,41.734556, -73.792835
12570,41.626321, -73.675662
12571,42.002775, -73.809608
12572,41.924885, -73.863664
12574,41.917688, -73.945658
12575,41.466705, -74.178871
12577,41.424040, -74.122142
12578,41.809120, -73.795854
12580,41.863651, -73.871536
12581,41.901615, -73.700592
12582,41.544301, -73.738452
12583,42.063367, -73.868652
12585,41.726404, -73.691510
12586,41.562764, -74.170102
12589,41.623791, -74.158771
12590,41.592556, -73.886853
12592,41.802075, -73.578626
12594,41.684461, -73.557676
12601,41.701921, -73.911519
12603,41.675868, -73.864484
12604,41.688259, -73.892171
12701,41.650829, -74.699907
12719,41.498250, -74.904285
12720,41.645848, -74.907849
12721,41.581723, -74.422422
12722,41.590634, -74.374304
12723,41.753100, -74.987694
12724,41.837621, -74.958711
12725,41.983183, -74.570105
12726,41.708209, -75.017203
12729,41.475792, -74.623499
12732,41.551487, -74.874606
12733,41.724769, -74.617933
12734,41.734585, -74.750460
12736,41.852843, -75.021754
12737,41.501481, -74.798632
12738,41.676246, -74.586211
12740,41.938832, -74.434026
12741,41.839141, -75.077725
12742,41.724328, -74.723518
12743,41.548548, -74.831025
12745,41.783433, -75.024648
12746,41.442335, -74.656785
12747,41.750928, -74.692894
12748,41.774642, -74.922609
12749,41.695254, -74.841166
12750,41.727825, -74.965854
12751,41.695730, -74.664485
12752,41.680039, -74.994190
12754,41.798195, -74.736889
12758,41.940283, -74.739118
12759,41.781730, -74.658853
12760,41.903930, -75.107835
12762,41.647960, -74.792011
12763,41.676348, -74.522774
12764,41.591553, -74.995556
12765,41.852341, -74.621165
12766,41.815208, -74.978854
12767,41.838093, -74.994415
12768,41.864443, -74.730022
12769,41.657942, -74.467272
12770,41.449118, -74.843117
12771,41.374380, -74.624279
12775,41.613617, -74.593360
12776,41.963341, -74.957643
12777,41.561782, -74.709708
12778,41.642678, -74.817550
12779,41.702466, -74.632195
12780,41.440142, -74.727343
12781,41.619674, -74.466383
12783,41.738633, -74.833724
12784,41.669877, -74.638240
12785,41.532391, -74.561274
12786,41.638710, -74.857609
12787,41.795394, -74.845029
12788,41.787539, -74.589314
12789,41.704524, -74.570951
12790,41.592057, -74.517419
12791,41.817275, -74.892870
12792,41.513920, -74.959820
12801,43.311160, -73.645286
12803,43.290078, -73.629363
12804,43.340954, -73.685911
12808,43.759987, -73.716438
12809,43.237078, -73.454506
12810,43.491968, -73.985941
12811,43.605457, -74.028330
12812,43.875794, -74.389767
12814,43.631894, -73.632551
12815,43.695985, -73.667881
12816,43.044236, -73.382032
12817,43.639585, -73.823628
12819,43.590870, -73.468547
12821,43.453564, -73.415995
12822,43.228585, -73.922206
12823,43.179961, -73.409117
12824,43.524756, -73.727177
12827,43.463898, -73.531366
12828,43.254993, -73.558355
12831,43.195329, -73.691811
12832,43.358467, -73.330271
12833,43.150000, -73.840896
12834,43.094307, -73.500583
12835,43.332745, -74.006336
12836,43.712353, -73.605587
12837,43.476445, -73.255601
12838,43.329063, -73.405066
12839,43.354486, -73.553953
12841,43.606007, -73.533013
12842,43.738345, -74.367058
12843,43.565104, -73.972748
12844,43.489396, -73.621194
12845,43.424048, -73.712740
12846,43.345965, -73.789720
12847,44.008384, -74.609231
12849,43.449567, -73.298320
12850,43.102616, -73.981441
12851,43.841891, -74.034467
12852,43.935800, -74.167514
12853,43.657554, -74.064187
12855,44.027010, -73.758053
12856,43.665940, -74.142961
12857,43.819563, -73.890620
12858,43.908933, -73.675780
12859,43.171875, -73.920872
12860,43.755794, -73.842385
12861,43.746887, -73.417527
12862,43.685405, -73.910321
12863,43.060363, -73.931906
12864,43.727365, -74.305388
12865,43.214159, -73.347451
12866,43.073715, -73.740236
12870,43.830056, -73.761222
12871,43.088569, -73.612965
12872,43.874656, -73.734418
12873,43.117451, -73.311646
12874,43.690561, -73.549743
12878,43.415025, -74.027450
12883,43.836596, -73.552843
12884,43.088396, -73.591291
12885,43.523052, -73.806561
12886,43.683437, -73.939175
12887,43.536760, -73.365798
12901,44.704190, -73.471392
12903,44.680303, -73.445883
12910,44.845249, -73.619461
12911,44.521440, -73.460805
12912,44.480941, -73.772482
12913,44.430097, -74.002212
12914,44.927419, -74.602942
12916,44.834052, -74.515665
12917,44.927638, -74.178910
12918,44.700736, -73.676657
12919,44.964539, -73.447083
12920,44.882767, -74.066008
12921,44.888628, -73.441064
12922,44.286614, -74.702114
12923,44.960319, -73.939419
12924,44.480467, -73.581081
12926,44.950821, -74.329000
12927,44.207250, -74.809746
12928,43.963837, -73.583248
12929,44.720027, -73.719234
12930,44.720458, -74.543229
12932,44.214405, -73.608948
12933,44.890994, -73.845341
12934,44.875376, -73.873665
12935,44.844657, -73.796933
12936,44.285062, -73.401450
12937,44.960847, -74.478455
12939,44.432944, -74.160829
12941,44.347329, -73.702866
12942,44.232492, -73.826827
12943,44.122772, -73.883500
12944,44.433105, -73.533248
12945,44.309091, -74.240440
12946,44.206554, -74.046061
12950,44.318369, -73.581246
12952,44.708320, -73.905660
12953,44.745352, -74.260037
12955,44.806650, -73.970421
12956,44.097612, -73.481333
12957,44.848324, -74.574605
12958,44.960295, -73.571184
12959,44.952351, -73.719912
12960,44.015756, -73.572348
12961,44.057111, -73.549539
12962,44.701391, -73.605439
12964,44.125919, -73.626721
12965,44.703456, -74.685289
12966,44.798893, -74.418686
12967,44.774921, -74.657566
12969,44.710897, -74.098150
12970,44.478136, -74.307514
12972,44.554081, -73.569296
12973,44.287677, -74.594706
12974,44.060141, -73.464831
12975,44.529091, -73.430536
12976,44.503733, -74.230251
12977,44.277015, -74.072971
12978,44.616360, -73.808710
12979,44.991657, -73.373374
12980,44.563851, -74.524079
12981,44.627099, -73.845851
12983,44.307529, -74.147022
12985,44.560709, -73.738967
12986,44.226011, -74.480931
12987,44.320841, -73.753460
12989,44.520103, -74.069774
12992,44.817751, -73.516729
12993,44.211345, -73.476221
12996,44.355266, -73.448055
12997,44.372798, -73.892043
12998,44.077800, -73.576545
13020,42.816424, -76.074504
13021,42.922279, -76.558539
13024,42.934596, -76.574232
13026,42.744043, -76.652266
13027,43.166437, -76.364345
13028,43.305216, -75.945294
13029,43.225942, -76.151343
13030,43.152233, -75.962695
13031,43.045015, -76.309541
13032,43.081617, -75.766018
13033,43.188494, -76.562626
13034,42.956780, -76.707909
13035,42.940849, -75.830103
13036,43.309256, -76.166775
13037,43.067797, -75.854933
13039,43.172142, -76.056249
13040,42.559649, -75.930761
13041,43.192089, -76.192302
13042,43.260450, -75.852580
13044,43.291249, -75.996241
13045,42.573849, -76.202145
13051,42.876725, -75.908639
13052,42.712310, -75.865194
13053,42.479575, -76.267918
13054,43.169352, -75.666823
13057,43.101955, -76.037919
13060,43.022862, -76.411872
13061,42.871851, -75.762082
13062,42.484095, -76.384376
13063,42.847849, -75.977961
13064,43.328996, -76.711915
13066,43.032475, -76.000667
13068,42.492431, -76.359199
13069,43.329276, -76.380655
13071,42.675114, -76.542579
13072,42.762210, -75.763989
13073,42.583670, -76.387923
13074,43.310917, -76.549843
13076,43.353715, -76.149309
13077,42.727973, -76.211042
13078,42.958399, -76.061101
13080,43.093210, -76.485258
13081,42.673617, -76.627152
13082,43.102730, -75.959888
13083,43.645775, -75.981680
13084,42.880541, -76.124474
13087,42.708597, -76.154050
13088,43.112421, -76.189457
13090,43.153084, -76.212402
13092,42.654563, -76.419295
13101,42.589192, -76.056073
13102,42.550304, -76.292002
13103,43.325760, -76.109544
13104,42.963030, -75.948439
13108,42.964845, -76.331113
13110,42.895398, -76.280364
13111,43.258488, -76.614264
13112,43.106266, -76.417239
13113,43.162650, -76.538623
13114,43.465706, -76.244786
13115,43.398646, -76.478779
13116,43.074797, -76.007947
13117,43.009299, -76.707508
13118,42.755585, -76.387278
13120,42.933187, -76.175145
13122,42.837754, -75.861520
13123,43.233564, -75.769068
13124,42.661074, -75.823604
13126,43.438798, -76.457454
13131,43.423243, -76.091802
13132,43.271918, -76.251052
13134,42.967368, -75.684678
13135,43.253687, -76.314375
13136,42.614098, -75.844788
13138,42.899087, -76.014634
13140,43.060381, -76.650274
13141,42.752495, -76.185697
13142,43.554899, -76.137872
13143,43.235788, -76.714793
13144,43.568747, -75.977023
13145,43.646742, -76.116311
13146,43.085645, -76.750191
13147,42.775406, -76.569608
13148,42.913372, -76.785260
13152,42.890839, -76.372620
13153,42.996557, -76.453627
13155,42.674546, -75.776726
13156,43.325990, -76.661306
13157,43.206652, -75.721431
13158,42.696935, -75.951068
13159,42.802964, -76.111618
13160,42.827598, -76.648904
13162,43.185045, -75.714741
13163,43.080092, -75.710999
13164,43.096891, -76.312578
13165,42.916639, -76.883297
13166,43.078935, -76.565379
13167,43.326421, -76.060260
13202,43.043782, -76.150638
13203,43.061111, -76.134924
13204,43.050817, -76.177473
13205,43.005276, -76.142030
13206,43.073465, -76.105806
13207,43.012813, -76.163317
13208,43.078768, -76.145230
13209,43.068502, -76.224251
13210,43.031057, -76.127249
13211,43.103572, -76.119484
13212,43.129697, -76.130154
13214,43.038709, -76.075591
13215,42.980793, -76.223386
13219,43.041266, -76.224195
13224,43.037162, -76.102900
13290,43.069136, -76.173017
13301,43.416050, -75.218175
13302,43.498115, -75.965068
13303,43.367414, -75.468212
13304,43.243880, -75.160287
13305,43.892289, -75.421171
13308,43.251266, -75.657668
13309,43.452005, -75.355443
13310,42.889620, -75.571545
13312,43.691839, -75.204374
13313,42.880221, -75.272902
13314,42.816533, -75.319104
13315,42.744144, -75.143611
13316,43.418917, -75.739740
13317,42.854101, -74.590839
13318,42.921536, -75.260063
13319,43.026436, -75.266925
13320,42.777805, -74.740798
13321,43.087796, -75.370637
13322,42.954345, -75.201657
13323,43.039981, -75.379353
13324,43.320641, -74.961602
13325,43.576282, -75.527857
13326,42.722511, -74.895371
13327,43.972929, -75.262309
13328,42.985096, -75.429027
13329,43.107462, -74.708431
13331,43.866299, -74.880901
13332,42.764159, -75.581736
13333,42.836995, -74.818644
13334,42.827039, -75.656427
13335,42.702260, -75.248224
13337,42.757804, -74.999545
13338,43.528032, -74.987121
13339,42.936895, -74.658658
13340,43.061642, -75.128570
13341,43.036086, -75.396891
13342,42.654143, -75.195234
13343,43.751239, -75.311500
13345,43.687108, -75.321254
13346,42.818442, -75.544331
13348,42.709982, -75.066926
13350,43.061009, -75.000439
13352,43.313337, -75.116208
13353,43.447279, -74.694629
13354,43.265093, -75.268497
13355,42.809841, -75.430434
13357,42.971061, -75.081209
13360,43.721790, -74.714836
13361,42.904352, -74.867560
13362,42.982178, -75.522003
13363,43.324528, -75.513109
13364,42.804977, -75.261071
13365,43.125689, -74.853291
13367,43.757731, -75.532709
13368,43.638483, -75.286787
13402,42.892429, -75.500629
13403,43.164533, -75.267645
13404,43.736385, -75.471758
13406,43.134514, -74.924889
13407,42.968801, -74.950576
13408,42.922949, -75.676749
13409,42.976475, -75.595112
13410,42.931043, -74.612591
13411,42.633789, -75.306457
13413,43.060413, -75.279398
13415,42.596494, -75.198473
13416,43.187371, -74.970659
13417,43.100974, -75.293788
13418,42.845704, -75.380460
13420,43.717768, -74.984147
13421,43.061915, -75.660092
13424,43.152367, -75.365215
13425,42.964793, -75.487060
13428,42.915086, -74.546249
13431,43.209082, -75.073328
13433,43.594911, -75.248869
13435,43.304981, -75.150772
13436,43.811023, -74.666226
13437,43.580307, -75.803859
13438,43.354138, -75.159613
13439,42.857316, -74.995275
13440,43.215771, -75.461779
13441,43.226377, -75.408248
13450,42.701927, -74.810297
13452,43.043056, -74.630470
13454,43.219834, -74.757687
13456,43.000029, -75.255495
13459,42.775008, -74.588678
13460,42.687707, -75.442290
13461,43.070467, -75.599126
13464,42.687973, -75.615788
13468,42.848030, -74.851887
13469,43.214828, -75.302367
13470,43.209569, -74.609995
13471,43.357597, -75.577397
13472,43.697411, -75.067862
13473,43.646449, -75.443434
13475,42.893741, -74.830529
13476,43.087503, -75.509514
13477,43.032894, -75.512948
13478,43.144012, -75.581897
13480,42.917854, -75.363169
13483,43.397335, -75.826061
13484,42.866325, -75.659190
13485,42.787528, -75.315224
13486,43.345147, -75.344599
13488,42.688638, -74.750589
13489,43.460774, -75.552463
13490,43.110080, -75.426511
13491,42.864135, -75.168133
13492,43.114604, -75.337680
13493,43.432843, -75.897509
13494,43.532529, -75.141288
13495,43.110890, -75.277497
13501,43.081283, -75.225833
13502,43.141264, -75.154707
13601,43.968892, -75.906501
13602,44.065388, -75.784305
13603,44.035974, -75.793813
13605,43.807410, -76.050358
13606,43.872576, -76.014735
13607,44.298548, -75.936006
13608,44.260940, -75.613698
13612,43.985237, -75.769370
13613,44.870613, -74.750443
13614,44.530889, -75.691170
13615,44.047775, -75.984057
13616,44.030078, -75.857573
13617,44.580531, -75.142767
13618,44.114766, -76.290981
13619,43.978952, -75.600977
13620,43.908782, -75.448325
13621,44.834246, -75.080093
13622,44.100667, -76.106996
13623,44.449786, -75.752462
13624,44.209480, -76.093055
13625,44.538101, -74.928377
13626,43.830086, -75.734774
13628,44.030542, -75.682394
13630,44.498619, -75.311532
13633,44.497430, -75.455993
13634,44.011290, -76.073698
13635,44.286952, -75.281419
13636,43.743443, -76.116550
13637,44.106202, -75.818322
13638,44.019072, -75.741692
13639,44.263676, -75.150529
13640,44.303561, -76.028103
13641,44.273801, -76.003351
13642,44.335388, -75.455879
13643,44.031812, -75.717094
13646,44.446082, -75.674198
13647,44.605875, -74.980580
13648,44.150217, -75.318000
13650,43.811310, -76.216097
13651,43.866158, -76.176966
13652,44.432661, -75.186773
13654,44.577138, -75.436852
13655,44.981859, -74.650150
13656,44.192383, -75.955933
13658,44.747782, -75.271203
13659,43.738005, -75.863380
13660,44.773868, -75.160958
13661,43.709620, -76.098396
13662,44.932334, -74.883932
13664,44.584013, -75.645460
13665,44.048460, -75.434366
13666,44.218485, -74.926076
13667,44.837267, -74.960097
13668,44.754820, -74.986306
13669,44.672777, -75.482342
13670,44.167379, -75.116735
13672,44.470543, -74.660706
13673,44.164347, -75.718028
13674,43.738561, -76.048180
13675,44.281718, -75.846286
13676,44.654960, -74.926222
13677,44.512429, -75.179673
13678,44.813766, -74.992918
13679,44.319891, -75.770605
13680,44.595988, -75.323398
13681,44.428054, -75.373151
13682,43.843312, -75.901905
13684,44.356596, -75.013141
13685,43.925469, -76.085527
13687,44.439018, -74.838177
13690,44.097456, -75.007653
13691,44.231562, -75.770537
13692,44.288793, -76.026292
13693,43.985747, -76.246105
13694,44.868927, -75.134242
13695,44.102929, -74.922258
13696,44.694741, -74.888048
13697,44.754714, -74.810347
13730,42.223737, -75.532187
13731,42.129650, -74.787822
13732,42.049447, -76.167535
13733,42.301697, -75.478883
13734,42.069955, -76.409653
13736,42.324084, -76.202038
13739,42.349124, -74.789149
13740,42.273812, -74.756997
13743,42.211894, -76.338222
13744,42.243494, -75.907999
13746,42.268926, -75.884667
13748,42.042579, -75.822521
13750,42.471013, -74.857905
13751,42.454448, -74.901809
13752,42.190557, -74.897015
13753,42.306960, -74.926915
13754,42.088461, -75.447935
13755,42.055241, -74.966920
13756,42.004099, -75.100670
13757,42.410607, -74.891229
13760,42.133332, -76.084622
13774,41.960129, -75.149396
13775,42.327909, -75.134022
13776,42.470423, -75.331951
13777,42.258166, -75.989587
13778,42.359214, -75.759499
13780,42.422485, -75.476583
13782,42.169629, -74.991301
13783,41.993662, -75.266006
13784,42.426878, -76.221343
13786,42.440980, -74.693941
13787,42.212627, -75.671949
13788,42.339013, -74.666282
13790,42.165361, -76.001942
13794,42.393238, -76.013720
13795,42.056638, -75.778938
13796,42.557188, -75.132130
13797,42.333665, -76.040401
13801,42.505085, -75.776970
13802,42.242134, -76.041266
13803,42.456883, -76.067124
13804,42.225702, -75.384220
13806,42.379101, -74.957234
13807,42.607470, -74.988238
13808,42.525233, -75.262200
13809,42.403814, -75.395541
13810,42.606817, -75.108363
13811,42.234926, -76.164054
13812,42.030060, -76.354752
13813,42.163707, -75.551328
13815,42.547866, -75.530855
13820,42.483456, -75.036874
13825,42.435577, -75.204553
13826,42.099820, -75.638796
13827,42.117827, -76.249166
13830,42.437694, -75.627357
13832,42.658130, -75.672216
13833,42.198205, -75.768632
13834,42.530981, -74.965895
13835,42.383214, -76.178996
13838,42.285099, -75.388127
13839,42.262039, -75.252051
13841,42.406990, -75.842161
13842,42.376700, -74.723609
13843,42.503033, -75.382469
13844,42.608179, -75.668317
13845,42.053431, -76.354924
13846,42.363723, -75.054746
13847,42.186107, -75.291002
13849,42.350096, -75.309317
13850,42.049395, -76.017594
13856,42.171041, -75.183316
13859,42.372464, -75.245243
13860,42.453131, -74.932972
13861,42.508540, -75.151092
13862,42.330958, -75.931008
13863,42.455495, -75.898915
13864,42.271760, -76.388557
13865,42.032061, -75.615617
13901,42.183203, -75.876048
13902,42.088824, -75.968883
13903,42.041870, -75.889077
13904,42.134123, -75.820206
13905,42.170436, -75.943434
14001,43.036573, -78.510831
14004,42.891371, -78.503687
14005,42.920586, -78.250065
14006,42.633130, -79.021745
14008,43.312726, -78.623166
14009,42.593154, -78.397461
14011,42.830674, -78.299709
14012,43.332173, -78.532622
14013,43.086290, -78.397746
14020,42.996190, -78.213412
14024,42.581363, -78.245468
14025,42.622205, -78.727034
14026,42.942356, -78.687965
14028,43.318040, -78.717617
14030,42.564386, -78.507624
14031,42.983128, -78.614258
14032,43.046729, -78.630773
14033,42.654382, -78.692124
14034,42.500569, -78.865375
14035,42.490778, -78.848389
14036,42.973851, -78.389527
14037,42.802789, -78.453328
14039,42.851480, -78.173096
14040,42.890873, -78.376631
14041,42.398835, -78.971581
14042,42.475564, -78.488807
14043,42.901971, -78.703418
14047,42.687367, -78.986636
14048,42.484359, -79.317005
14051,43.042842, -78.699413
14052,42.772531, -78.584321
14054,42.919587, -78.126802
14055,42.562879, -78.600126
14057,42.646574, -78.874782
14058,43.102049, -78.168857
14059,42.833552, -78.634046
14060,42.450155, -78.296467
14061,42.593878, -79.079302
14062,42.438404, -79.143107
14063,42.408690, -79.331304
14065,42.484905, -78.312811
14066,42.629054, -78.185536
14067,43.213204, -78.568403
14068,43.027386, -78.756666
14069,42.615234, -78.642935
14070,42.419658, -78.917725
14072,43.017901, -78.962657
14075,42.712657, -78.834708
14080,42.648324, -78.548308
14081,42.563203, -79.067834
14082,42.656563, -78.385184
14085,42.717882, -78.921629
14086,42.909063, -78.629256
14091,42.538233, -78.893008
14092,43.173220, -78.993074
14094,43.157758, -78.701995
14098,43.334373, -78.380616
14101,42.392651, -78.538203
14102,42.837026, -78.557725
14103,43.211161, -78.376770
14105,43.199166, -78.483903
14108,43.263343, -78.726950
14109,43.137952, -79.034134
14111,42.580255, -78.904691
14112,42.697963, -78.939953
14113,42.671576, -78.339931
14120,43.079317, -78.842654
14125,43.084919, -78.274609
14126,43.335882, -78.728636
14127,42.752803, -78.739697
14129,42.481182, -79.017384
14130,42.555981, -78.147652
14131,43.238603, -78.899823
14132,43.149330, -78.877732
14134,42.527686, -78.523981
14135,42.487694, -79.240900
14136,42.517379, -79.174812
14138,42.379512, -79.036656
14139,42.718405, -78.541402
14141,42.524967, -78.712076
14143,42.972268, -78.064247
14145,42.729606, -78.434328
14150,42.998084, -78.878256
14167,42.748523, -78.322954
14168,42.520385, -78.990541
14169,42.766144, -78.523698
14170,42.700245, -78.674307
14171,42.424674, -78.649832
14172,43.272672, -78.812943
14173,42.525971, -78.473102
14174,43.249139, -78.998325
14201,42.896060, -78.886424
14202,42.881489, -78.877477
14203,42.868914, -78.869693
14204,42.882138, -78.861325
14206,42.880078, -78.810469
14207,42.951932, -78.898883
14208,42.915890, -78.853098
14209,42.913960, -78.866027
14210,42.862657, -78.828768
14211,42.906731, -78.819891
14212,42.894211, -78.820173
14213,42.918097, -78.892406
14214,42.939640, -78.840689
14215,42.935288, -78.810645
14216,42.949615, -78.861119
14217,42.971876, -78.876869
14218,42.819372, -78.830952
14219,42.788675, -78.826431
14220,42.845738, -78.822076
14221,42.984481, -78.722761
14222,42.919826, -78.876923
14223,42.973452, -78.846201
14224,42.837759, -78.747821
14225,42.928949, -78.750273
14226,42.971014, -78.796455
14227,42.886872, -78.730832
14228,43.044371, -78.777335
14261,43.007693, -78.791436
14301,43.095821, -79.040408
14302,43.093896, -79.049193
14303,43.084975, -79.038402
14304,43.099407, -78.951983
14305,43.122831, -79.023218
14411,43.235972, -78.216477
14414,42.890961, -77.743757
14415,42.755495, -77.017084
14416,43.082693, -77.980115
14418,42.604430, -77.216428
14420,43.211739, -77.934564
14422,43.084761, -78.066965
14423,42.933948, -77.821103
14424,42.856695, -77.303277
14425,42.991514, -77.338020
14427,42.621589, -78.053905
14428,43.080517, -77.853568
14432,42.957391, -77.143523
14433,43.082126, -76.877598
14435,42.712552, -77.663312
14437,42.570141, -77.733764
14441,42.684610, -76.957603
14445,43.113062, -77.490306
14450,43.092487, -77.420461
14454,42.797774, -77.774638
14456,42.847695, -76.998972
14462,42.686534, -77.751115
14464,43.327049, -77.932163
14466,42.776517, -77.581042
14467,43.036367, -77.612051
14468,43.293956, -77.802049
14469,42.877919, -77.471014
14470,43.205212, -78.057685
14471,42.753761, -77.492189
14472,42.966819, -77.575134
14475,42.937819, -77.498297
14476,43.329379, -78.042800
14477,43.333129, -78.140393
14478,42.577823, -77.126322
14479,43.236262, -78.313775
14480,42.838482, -77.710342
14481,42.761795, -77.921452
14482,42.978904, -77.971534
14485,42.882635, -77.601026
14486,42.894280, -77.921587
14487,42.811758, -77.636006
14489,43.088381, -76.994347
14502,43.096594, -77.335388
14504,42.968981, -77.231501
14505,43.159419, -77.168961
14506,43.005511, -77.516656
14507,42.684916, -77.254886
14510,42.683010, -77.869009
14511,42.999374, -77.891790
14512,42.645241, -77.399770
14513,43.086308, -77.092116
14514,43.109913, -77.814986
14516,43.201328, -76.919338
14517,42.592426, -77.895852
14519,43.233972, -77.314631
14521,42.676642, -76.805003
14522,43.061423, -77.220399
14525,42.877513, -78.013345
14526,43.151464, -77.444396
14527,42.665508, -77.066309
14529,42.539976, -77.638100
14530,42.739910, -77.998746
14532,42.964101, -77.032088
14533,42.838808, -77.888751
14534,43.056890, -77.521042
14536,42.543975, -78.083671
14537,43.035808, -77.163201
14539,42.834499, -77.874751
14541,42.765059, -76.848967
14542,43.147329, -76.860121
14543,42.983831, -77.678535
14544,42.756251, -77.243735
14545,42.664857, -77.701007
14546,43.032675, -77.780006
14548,42.976072, -77.243870
14549,42.700031, -78.017273
14550,42.679902, -78.093487
14551,43.218368, -77.049581
14555,43.260787, -76.975740
14559,43.189980, -77.819052
14560,42.683429, -77.565904
14561,42.820432, -77.131778
14564,42.986699, -77.434360
14568,43.161845, -77.281657
14569,42.735221, -78.171092
14571,43.341652, -78.251742
14572,42.564925, -77.562598
14580,43.217283, -77.444534
14585,42.906261, -77.553145
14586,43.041675, -77.689904
14588,42.680987, -76.870803
14589,43.249424, -77.174261
14590,43.242547, -76.826243
14591,42.832085, -78.107386
14592,42.872237, -77.895893
14604,43.156212, -77.604741
14605,43.168428, -77.602642
14606,43.171047, -77.697953
14607,43.150776, -77.586432
14608,43.154099, -77.622930
14609,43.177093, -77.554873
14610,43.142359, -77.545372
14611,43.148316, -77.646987
14612,43.266330, -77.676706
14613,43.182171, -77.640175
14614,43.157442, -77.615355
14615,43.201207, -77.654749
14616,43.234622, -77.657663
14617,43.225497, -77.593527
14618,43.114542, -77.554976
14619,43.136456, -77.649477
14620,43.128291, -77.605805
14621,43.189939, -77.603649
14622,43.215741, -77.552402
14623,43.087349, -77.641862
14624,43.128300, -77.731411
14625,43.150035, -77.505520
14626,43.216558, -77.710789
14627,43.128664, -77.629144
14701,42.080160, -79.256710
14706,42.113246, -78.533146
14707,42.077340, -78.060520
14708,42.019219, -78.063617
14709,42.356494, -77.982064
14710,42.087770, -79.419847
14711,42.326732, -78.119419
14712,42.183745, -79.361923
14714,42.296728, -78.233633
14715,42.076530, -78.144750
14716,42.390637, -79.445044
14717,42.361647, -78.179701
14718,42.345814, -79.287617
14719,42.341958, -78.875953
14720,42.108592, -79.281179
14721,42.013905, -78.266442
14722,42.209489, -79.468361
14723,42.317698, -79.157224
14724,42.046328, -79.669830
14726,42.253585, -79.020279
14727,42.206882, -78.297294
14728,42.263333, -79.423176
14729,42.408377, -78.743584
14731,42.307351, -78.655503
14732,42.231862, -79.116414
14733,42.160122, -79.172199
14735,42.452690, -78.096169
14736,42.140845, -79.746108
14737,42.329050, -78.428611
14738,42.055006, -79.084541
14739,42.192604, -78.146295
14740,42.223203, -79.181435
14741,42.219966, -78.611624
14742,42.120123, -79.306839
14743,42.211871, -78.396009
14744,42.428100, -78.206654
14747,42.153715, -79.094518
14748,42.157106, -78.643074
14750,42.079766, -79.329244
